,time,metric,anom
139,1980-05-19,1025.3899999999987,False
140,1980-05-20,1025.4999999999986,False
141,1980-05-21,1025.3099999999988,False
142,1980-05-22,1025.2199999999987,False
143,1980-05-23,1025.5299999999986,False
144,1980-05-24,1025.5399999999986,False
145,1980-05-25,1025.3499999999988,False
146,1980-05-26,1025.4599999999987,False
147,1980-05-27,1025.6699999999987,False
148,1980-05-28,1025.4799999999987,False
149,1980-05-29,1025.4899999999986,False
150,1980-05-30,1025.4999999999986,False
151,1980-05-31,1025.5099999999986,False
152,1980-06-01,1025.6199999999985,False
153,1980-06-02,1025.5299999999986,False
154,1980-06-03,1025.4399999999987,False
155,1980-06-04,1025.5499999999986,False
156,1980-06-05,1025.4599999999987,False
157,1980-06-06,1025.5699999999986,False
158,1980-06-07,1025.5799999999986,False
159,1980-06-08,1025.4899999999986,False
160,1980-06-09,1025.5999999999985,False
161,1980-06-10,1025.5099999999986,False
162,1980-06-11,1025.6199999999985,False
163,1980-06-12,1025.5299999999986,False
164,1980-06-13,1025.6399999999985,False
165,1980-06-14,1025.6499999999985,False
166,1980-06-15,1025.6599999999985,False
167,1980-06-16,1025.6699999999985,False
168,1980-06-17,1025.5799999999986,False
169,1980-06-18,1025.4899999999984,False
170,1980-06-19,1025.6999999999985,False
171,1980-06-20,1025.9099999999985,False
172,1980-06-21,1025.9199999999985,False
173,1980-06-22,1025.7299999999984,False
174,1980-06-23,1025.9399999999985,False
175,1980-06-24,1025.8499999999983,False
176,1980-06-25,1025.7599999999984,False
177,1980-06-26,1025.7699999999984,False
178,1980-06-27,1025.7799999999984,False
179,1980-06-28,1025.9899999999984,False
180,1980-06-29,1025.7999999999984,False
181,1980-06-30,1026.0099999999984,False
182,1980-07-01,1025.6199999999983,False
183,1980-07-02,1025.6299999999983,False
184,1980-07-03,1026.0399999999984,False
185,1980-07-04,1025.7499999999984,False
186,1980-07-05,1026.0599999999984,False
187,1980-07-06,1026.0699999999983,False
188,1980-07-07,1026.0799999999983,False
189,1980-07-08,1025.6899999999982,False
190,1980-07-09,1026.0999999999983,False
191,1980-07-10,1026.0099999999982,False
192,1980-07-11,1026.1199999999983,False
193,1980-07-12,1026.0299999999982,False
194,1980-07-13,1026.1399999999983,False
195,1980-07-14,1025.9499999999982,False
196,1980-07-15,1026.1599999999983,False
197,1980-07-16,1025.9699999999982,False
198,1980-07-17,1026.079999999998,False
199,1980-07-18,1026.1899999999982,False
200,1980-07-19,1025.9999999999982,False
201,1980-07-20,1026.2099999999982,False
202,1980-07-21,1025.8199999999981,False
203,1980-07-22,1026.2299999999982,False
204,1980-07-23,1026.0399999999981,False
205,1980-07-24,1026.0499999999981,False
206,1980-07-25,1026.0599999999981,False
207,1980-07-26,1026.0699999999981,False
208,1980-07-27,1025.9799999999982,False
209,1980-07-28,1025.889999999998,False
210,1980-07-29,1025.899999999998,False
211,1980-07-30,1026.209999999998,False
212,1980-07-31,1026.119999999998,False
213,1980-08-01,1026.0299999999982,False
214,1980-08-02,1026.339999999998,False
215,1980-08-03,1026.149999999998,False
216,1980-08-04,1026.359999999998,False
217,1980-08-05,1026.269999999998,False
218,1980-08-06,1026.079999999998,False
219,1980-08-07,1026.089999999998,False
220,1980-08-08,1025.999999999998,False
221,1980-08-09,1026.009999999998,False
222,1980-08-10,1026.319999999998,False
223,1980-08-11,1026.429999999998,False
224,1980-08-12,1026.239999999998,False
225,1980-08-13,1026.3499999999979,False
226,1980-08-14,1026.3599999999979,False
227,1980-08-15,1026.269999999998,False
228,1980-08-16,1026.3799999999978,False
229,1980-08-17,1026.189999999998,False
230,1980-08-18,1026.3999999999978,False
231,1980-08-19,1026.1099999999979,False
232,1980-08-20,1026.1199999999978,False
233,1980-08-21,1026.3299999999979,False
234,1980-08-22,1026.1399999999978,False
235,1980-08-23,1026.249999999998,False
236,1980-08-24,1026.3599999999979,False
237,1980-08-25,1026.3699999999978,False
238,1980-08-26,1026.3799999999978,False
239,1980-08-27,1026.289999999998,False
240,1980-08-28,1026.5999999999979,False
241,1980-08-29,1026.5099999999977,False
242,1980-08-30,1026.4199999999978,False
243,1980-08-31,1026.3299999999979,False
244,1980-09-01,1026.2399999999977,False
245,1980-09-02,1026.2499999999977,False
246,1980-09-03,1026.4599999999978,False
247,1980-09-04,1026.2699999999977,False
248,1980-09-05,1026.4799999999977,False
249,1980-09-06,1026.5899999999976,False
250,1980-09-07,1026.6999999999978,False
251,1980-09-08,1026.6099999999976,False
252,1980-09-09,1026.7199999999978,False
253,1980-09-10,1026.5299999999977,False
254,1980-09-11,1026.4399999999978,False
255,1980-09-12,1026.6499999999976,False
256,1980-09-13,1026.3599999999976,False
257,1980-09-14,1026.7699999999977,False
258,1980-09-15,1026.6799999999976,False
259,1980-09-16,1026.5899999999976,False
260,1980-09-17,1026.5999999999976,False
261,1980-09-18,1026.6099999999976,False
262,1980-09-19,1026.5199999999977,False
263,1980-09-20,1026.4299999999976,False
264,1980-09-21,1026.5399999999977,False
265,1980-09-22,1026.4499999999975,False
266,1980-09-23,1026.4599999999975,False
267,1980-09-24,1026.6699999999976,False
268,1980-09-25,1026.6799999999976,False
269,1980-09-26,1026.8899999999976,False
270,1980-09-27,1026.5999999999976,False
271,1980-09-28,1026.5099999999975,False
272,1980-09-29,1026.7199999999975,False
273,1980-09-30,1026.5299999999975,False
274,1980-10-01,1026.7399999999975,False
275,1980-10-02,1026.6499999999976,False
276,1980-10-03,1026.8599999999974,False
277,1980-10-04,1026.5699999999974,False
278,1980-10-05,1026.8799999999974,False
279,1980-10-06,1026.7899999999975,False
280,1980-10-07,1026.8999999999974,False
281,1980-10-08,1026.8099999999974,False
282,1980-10-09,1026.9199999999973,False
283,1980-10-10,1026.8299999999974,False
284,1980-10-11,1026.8399999999974,False
285,1980-10-12,1026.9499999999973,False
286,1980-10-13,1026.6599999999974,False
287,1980-10-14,1027.0699999999974,False
288,1980-10-15,1026.6799999999973,False
289,1980-10-16,1026.6899999999973,False
290,1980-10-17,1026.9999999999973,False
291,1980-10-18,1026.8099999999974,False
292,1980-10-19,1026.9199999999973,False
293,1980-10-20,1027.0299999999972,False
294,1980-10-21,1026.7399999999973,False
295,1980-10-22,1027.1499999999974,False
296,1980-10-23,1026.8599999999974,False
297,1980-10-24,1026.8699999999974,False
298,1980-10-25,1026.8799999999974,False
299,1980-10-26,1027.0899999999972,False
300,1980-10-27,1026.7999999999972,False
301,1980-10-28,1027.1099999999972,False
302,1980-10-29,1027.0199999999973,False
303,1980-10-30,1027.2299999999973,False
304,1980-10-31,1027.0399999999972,False
305,1980-11-01,1027.0499999999972,False
306,1980-11-02,1026.9599999999973,False
307,1980-11-03,1027.0699999999972,False
308,1980-11-04,1027.2799999999972,False
309,1980-11-05,1026.8899999999971,False
310,1980-11-06,1027.199999999997,False
311,1980-11-07,1027.209999999997,False
312,1980-11-08,1027.1199999999972,False
313,1980-11-09,1027.0299999999972,False
314,1980-11-10,1027.239999999997,False
315,1980-11-11,1027.1499999999971,False
316,1980-11-12,1027.259999999997,False
317,1980-11-13,1027.3699999999972,False
318,1980-11-14,1027.179999999997,False
319,1980-11-15,1026.989999999997,False
320,1980-11-16,1027.199999999997,False
321,1980-11-17,1027.209999999997,False
322,1980-11-18,1027.019999999997,False
323,1980-11-19,1027.029999999997,False
324,1980-11-20,1027.039999999997,False
325,1980-11-21,1027.049999999997,False
326,1980-11-22,1027.259999999997,False
327,1980-11-23,1027.269999999997,False
328,1980-11-24,1027.079999999997,False
329,1980-11-25,1027.089999999997,False
330,1980-11-26,1027.499999999997,False
331,1980-11-27,1027.309999999997,False
332,1980-11-28,1027.319999999997,False
333,1980-11-29,1027.229999999997,False
334,1980-11-30,1027.339999999997,False
335,1980-12-01,1027.349999999997,False
336,1980-12-02,1027.159999999997,False
337,1980-12-03,1027.169999999997,False
338,1980-12-04,1027.379999999997,False
339,1980-12-05,1027.389999999997,False
340,1980-12-06,1027.399999999997,False
341,1980-12-07,1027.309999999997,False
342,1980-12-08,1027.319999999997,False
343,1980-12-09,1027.2299999999968,False
344,1980-12-10,1027.639999999997,False
345,1980-12-11,1027.4499999999969,False
346,1980-12-12,1027.659999999997,False
347,1980-12-13,1027.2699999999968,False
348,1980-12-14,1027.379999999997,False
349,1980-12-15,1027.389999999997,False
350,1980-12-16,1027.6999999999969,False
351,1980-12-17,1027.7099999999969,False
352,1980-12-18,1027.7199999999968,False
353,1980-12-19,1027.5299999999968,False
354,1980-12-20,1027.5399999999968,False
355,1980-12-21,1027.5499999999968,False
356,1980-12-22,1027.4599999999969,False
357,1980-12-23,1027.4699999999968,False
358,1980-12-24,1027.7799999999968,False
359,1980-12-25,1027.6899999999966,False
360,1980-12-26,1027.6999999999966,False
361,1980-12-27,1027.5099999999968,False
362,1980-12-28,1027.6199999999967,False
363,1980-12-29,1027.6299999999967,False
364,1980-12-30,1027.6399999999967,False
365,1980-12-31,1027.8499999999967,False
366,1981-01-01,1027.6599999999967,False
367,1981-01-02,1027.6699999999967,False
368,1981-01-03,1027.8799999999967,False
369,1981-01-04,1027.7899999999966,False
370,1981-01-05,1027.8999999999967,False
371,1981-01-06,1027.7099999999966,False
372,1981-01-07,1027.5199999999966,False
373,1981-01-08,1027.5299999999966,False
374,1981-01-09,1027.8399999999965,False
375,1981-01-10,1027.7499999999966,False
376,1981-01-11,1027.7599999999966,False
377,1981-01-12,1027.5699999999965,False
378,1981-01-13,1027.8799999999965,False
379,1981-01-14,1027.9899999999966,False
380,1981-01-15,1027.8999999999965,False
381,1981-01-16,1028.0099999999966,False
382,1981-01-17,1028.0199999999966,False
383,1981-01-18,1027.6299999999965,False
384,1981-01-19,1027.8399999999965,False
385,1981-01-20,1027.7499999999966,False
386,1981-01-21,1027.6599999999964,False
387,1981-01-22,1027.8699999999965,False
388,1981-01-23,1027.7799999999966,False
389,1981-01-24,1028.0899999999965,False
390,1981-01-25,1027.7999999999965,False
391,1981-01-26,1028.1099999999965,False
392,1981-01-27,1027.9199999999964,False
393,1981-01-28,1027.9299999999964,False
394,1981-01-29,1028.1399999999965,False
395,1981-01-30,1027.9499999999964,False
396,1981-01-31,1028.1599999999964,False
397,1981-02-01,1028.1699999999964,False
398,1981-02-02,1027.8799999999965,False
399,1981-02-03,1027.8899999999965,False
400,1981-02-04,1027.9999999999964,False
401,1981-02-05,1028.0099999999964,False
402,1981-02-06,1028.0199999999963,False
403,1981-02-07,1027.8299999999963,False
404,1981-02-08,1027.9399999999964,False
405,1981-02-09,1027.9499999999964,False
406,1981-02-10,1027.9599999999964,False
407,1981-02-11,1028.2699999999963,False
408,1981-02-12,1028.1799999999962,False
409,1981-02-13,1028.1899999999962,False
410,1981-02-14,1027.9999999999964,False
411,1981-02-15,1027.9099999999962,False
412,1981-02-16,1028.3199999999963,False
413,1981-02-17,1028.2299999999962,False
414,1981-02-18,1028.1399999999962,False
415,1981-02-19,1028.2499999999961,False
416,1981-02-20,1028.1599999999962,False
417,1981-02-21,1028.0699999999963,False
418,1981-02-22,1028.0799999999963,False
419,1981-02-23,1027.9899999999961,False
420,1981-02-24,1028.1999999999962,False
421,1981-02-25,1028.0099999999961,False
422,1981-02-26,1028.2199999999962,False
423,1981-02-27,1028.329999999996,False
424,1981-02-28,1028.2399999999961,False
425,1981-03-01,1028.2499999999961,False
426,1981-03-02,1028.359999999996,False
427,1981-03-03,1028.1699999999962,False
428,1981-03-04,1028.079999999996,False
429,1981-03-05,1028.289999999996,False
430,1981-03-06,1028.299999999996,False
431,1981-03-07,1028.309999999996,False
432,1981-03-08,1028.5199999999961,False
433,1981-03-09,1028.529999999996,False
434,1981-03-10,1028.439999999996,False
435,1981-03-11,1028.2499999999961,False
436,1981-03-12,1028.559999999996,False
437,1981-03-13,1028.2699999999961,False
438,1981-03-14,1028.179999999996,False
439,1981-03-15,1028.589999999996,False
440,1981-03-16,1028.599999999996,False
441,1981-03-17,1028.309999999996,False
442,1981-03-18,1028.319999999996,False
443,1981-03-19,1028.629999999996,False
444,1981-03-20,1028.339999999996,False
445,1981-03-21,1028.349999999996,False
446,1981-03-22,1028.659999999996,False
447,1981-03-23,1028.469999999996,False
448,1981-03-24,1028.479999999996,False
449,1981-03-25,1028.5899999999958,False
450,1981-03-26,1028.499999999996,False
451,1981-03-27,1028.509999999996,False
452,1981-03-28,1028.719999999996,False
453,1981-03-29,1028.3299999999958,False
454,1981-03-30,1028.439999999996,False
455,1981-03-31,1028.449999999996,False
456,1981-04-01,1028.759999999996,False
457,1981-04-02,1028.5699999999958,False
458,1981-04-03,1028.7799999999959,False
459,1981-04-04,1028.5899999999958,False
460,1981-04-05,1028.6999999999957,False
461,1981-04-06,1028.6099999999958,False
462,1981-04-07,1028.6199999999958,False
463,1981-04-08,1028.7299999999957,False
464,1981-04-09,1028.4399999999957,False
465,1981-04-10,1028.7499999999957,False
466,1981-04-11,1028.6599999999958,False
467,1981-04-12,1028.7699999999957,False
468,1981-04-13,1028.6799999999957,False
469,1981-04-14,1028.4899999999957,False
470,1981-04-15,1028.7999999999956,False
471,1981-04-16,1028.9099999999958,False
472,1981-04-17,1028.8199999999956,False
473,1981-04-18,1028.7299999999957,False
474,1981-04-19,1028.6399999999958,False
475,1981-04-20,1028.7499999999957,False
476,1981-04-21,1028.5599999999956,False
477,1981-04-22,1028.5699999999956,False
478,1981-04-23,1028.5799999999956,False
479,1981-04-24,1028.6899999999957,False
480,1981-04-25,1028.5999999999956,False
481,1981-04-26,1028.7099999999957,False
482,1981-04-27,1028.8199999999956,False
483,1981-04-28,1028.8299999999956,False
484,1981-04-29,1028.8399999999956,False
485,1981-04-30,1028.8499999999956,False
486,1981-05-01,1028.9599999999955,False
487,1981-05-02,1028.7699999999957,False
488,1981-05-03,1028.7799999999957,False
489,1981-05-04,1028.7899999999956,False
490,1981-05-05,1029.0999999999956,False
491,1981-05-06,1028.9099999999955,False
492,1981-05-07,1028.9199999999955,False
493,1981-05-08,1028.9299999999955,False
494,1981-05-09,1028.9399999999955,False
495,1981-05-10,1028.9499999999955,False
496,1981-05-11,1029.0599999999954,False
497,1981-05-12,1029.0699999999954,False
498,1981-05-13,1029.0799999999954,False
499,1981-05-14,1029.0899999999954,False
500,1981-05-15,1029.1999999999955,False
501,1981-05-16,1029.2099999999955,False
502,1981-05-17,1029.2199999999955,False
503,1981-05-18,1028.9299999999955,False
504,1981-05-19,1028.9399999999955,False
505,1981-05-20,1029.1499999999953,False
506,1981-05-21,1028.8599999999954,False
507,1981-05-22,1029.0699999999954,False
508,1981-05-23,1029.1799999999953,False
509,1981-05-24,1029.1899999999953,False
510,1981-05-25,1028.8999999999953,False
511,1981-05-26,1029.1099999999954,False
512,1981-05-27,1029.1199999999953,False
513,1981-05-28,1029.1299999999953,False
514,1981-05-29,1029.1399999999953,False
515,1981-05-30,1029.3499999999954,False
516,1981-05-31,1029.2599999999952,False
517,1981-06-01,1029.1699999999953,False
518,1981-06-02,1029.2799999999952,False
519,1981-06-03,1029.0899999999954,False
520,1981-06-04,1029.3999999999953,False
521,1981-06-05,1029.0099999999952,False
522,1981-06-06,1029.1199999999953,False
523,1981-06-07,1029.1299999999953,False
524,1981-06-08,1029.2399999999952,False
525,1981-06-09,1029.0499999999952,False
526,1981-06-10,1029.2599999999952,False
527,1981-06-11,1029.2699999999952,False
528,1981-06-12,1029.379999999995,False
529,1981-06-13,1029.0899999999951,False
530,1981-06-14,1029.4999999999952,False
531,1981-06-15,1029.1099999999951,False
532,1981-06-16,1029.419999999995,False
533,1981-06-17,1029.5299999999952,False
534,1981-06-18,1029.5399999999952,False
535,1981-06-19,1029.3499999999951,False
536,1981-06-20,1029.2599999999952,False
537,1981-06-21,1029.469999999995,False
538,1981-06-22,1029.379999999995,False
539,1981-06-23,1029.489999999995,False
540,1981-06-24,1029.2999999999952,False
541,1981-06-25,1029.409999999995,False
542,1981-06-26,1029.3199999999952,False
543,1981-06-27,1029.629999999995,False
544,1981-06-28,1029.439999999995,False
545,1981-06-29,1029.449999999995,False
546,1981-06-30,1029.259999999995,False
547,1981-07-01,1029.469999999995,False
548,1981-07-02,1029.279999999995,False
549,1981-07-03,1029.289999999995,False
550,1981-07-04,1029.699999999995,False
551,1981-07-05,1029.709999999995,False
552,1981-07-06,1029.519999999995,False
553,1981-07-07,1029.329999999995,False
554,1981-07-08,1029.739999999995,False
555,1981-07-09,1029.749999999995,False
556,1981-07-10,1029.6599999999949,False
557,1981-07-11,1029.569999999995,False
558,1981-07-12,1029.779999999995,False
559,1981-07-13,1029.589999999995,False
560,1981-07-14,1029.3999999999949,False
561,1981-07-15,1029.509999999995,False
562,1981-07-16,1029.619999999995,False
563,1981-07-17,1029.6299999999949,False
564,1981-07-18,1029.6399999999949,False
565,1981-07-19,1029.6499999999949,False
566,1981-07-20,1029.859999999995,False
567,1981-07-21,1029.6699999999948,False
568,1981-07-22,1029.7799999999947,False
569,1981-07-23,1029.4899999999948,False
570,1981-07-24,1029.4999999999948,False
571,1981-07-25,1029.7099999999948,False
572,1981-07-26,1029.619999999995,False
573,1981-07-27,1029.8299999999947,False
574,1981-07-28,1029.9399999999948,False
575,1981-07-29,1029.6499999999949,False
576,1981-07-30,1029.5599999999947,False
577,1981-07-31,1029.8699999999947,False
578,1981-08-01,1029.6799999999948,False
579,1981-08-02,1029.8899999999946,False
580,1981-08-03,1029.6999999999948,False
581,1981-08-04,1029.6099999999947,False
582,1981-08-05,1029.6199999999947,False
583,1981-08-06,1029.6299999999947,False
584,1981-08-07,1030.0399999999947,False
585,1981-08-08,1029.8499999999947,False
586,1981-08-09,1029.9599999999946,False
587,1981-08-10,1030.0699999999947,False
588,1981-08-11,1029.6799999999946,False
589,1981-08-12,1029.8899999999946,False
590,1981-08-13,1030.0999999999947,False
591,1981-08-14,1029.9099999999946,False
592,1981-08-15,1029.7199999999946,False
593,1981-08-16,1029.7299999999946,False
594,1981-08-17,1029.8399999999947,False
595,1981-08-18,1029.9499999999946,False
596,1981-08-19,1030.1599999999946,False
597,1981-08-20,1029.9699999999946,False
598,1981-08-21,1029.8799999999947,False
599,1981-08-22,1029.9899999999946,False
600,1981-08-23,1029.9999999999945,False
601,1981-08-24,1029.8099999999945,False
602,1981-08-25,1030.0199999999945,False
603,1981-08-26,1030.2299999999946,False
604,1981-08-27,1029.9399999999946,False
605,1981-08-28,1029.8499999999945,False
606,1981-08-29,1030.2599999999945,False
607,1981-08-30,1029.8699999999944,False
608,1981-08-31,1030.2799999999945,False
609,1981-09-01,1030.0899999999945,False
610,1981-09-02,1029.8999999999944,False
611,1981-09-03,1029.9099999999944,False
612,1981-09-04,1030.2199999999943,False
613,1981-09-05,1029.9299999999944,False
614,1981-09-06,1030.3399999999945,False
615,1981-09-07,1030.1499999999944,False
616,1981-09-08,1030.0599999999945,False
617,1981-09-09,1030.1699999999944,False
618,1981-09-10,1030.0799999999945,False
619,1981-09-11,1030.1899999999944,False
620,1981-09-12,1030.1999999999944,False
621,1981-09-13,1030.2099999999944,False
622,1981-09-14,1030.4199999999944,False
623,1981-09-15,1030.2299999999943,False
624,1981-09-16,1030.2399999999943,False
625,1981-09-17,1030.1499999999944,False
626,1981-09-18,1030.1599999999944,False
627,1981-09-19,1030.1699999999944,False
628,1981-09-20,1030.2799999999943,False
629,1981-09-21,1030.4899999999943,False
630,1981-09-22,1030.3999999999942,False
631,1981-09-23,1030.2099999999944,False
632,1981-09-24,1030.5199999999943,False
633,1981-09-25,1030.5299999999943,False
634,1981-09-26,1030.3399999999942,False
635,1981-09-27,1030.3499999999942,False
636,1981-09-28,1030.3599999999942,False
637,1981-09-29,1030.1699999999942,False
638,1981-09-30,1030.2799999999943,False
639,1981-10-01,1030.3899999999942,False
640,1981-10-02,1030.5999999999942,False
641,1981-10-03,1030.6099999999942,False
642,1981-10-04,1030.2199999999941,False
643,1981-10-05,1030.4299999999942,False
644,1981-10-06,1030.4399999999941,False
645,1981-10-07,1030.3499999999942,False
646,1981-10-08,1030.6599999999942,False
647,1981-10-09,1030.4699999999941,False
648,1981-10-10,1030.279999999994,False
649,1981-10-11,1030.289999999994,False
650,1981-10-12,1030.299999999994,False
651,1981-10-13,1030.7099999999941,False
652,1981-10-14,1030.619999999994,False
653,1981-10-15,1030.329999999994,False
654,1981-10-16,1030.739999999994,False
655,1981-10-17,1030.749999999994,False
656,1981-10-18,1030.359999999994,False
657,1981-10-19,1030.769999999994,False
658,1981-10-20,1030.679999999994,False
659,1981-10-21,1030.389999999994,False
660,1981-10-22,1030.399999999994,False
661,1981-10-23,1030.509999999994,False
662,1981-10-24,1030.619999999994,False
663,1981-10-25,1030.629999999994,False
664,1981-10-26,1030.7399999999939,False
665,1981-10-27,1030.449999999994,False
666,1981-10-28,1030.7599999999939,False
667,1981-10-29,1030.569999999994,False
668,1981-10-30,1030.679999999994,False
669,1981-10-31,1030.689999999994,False
670,1981-11-01,1030.699999999994,False
671,1981-11-02,1030.609999999994,False
672,1981-11-03,1030.5199999999938,False
673,1981-11-04,1030.5299999999938,False
674,1981-11-05,1030.8399999999938,False
675,1981-11-06,1030.949999999994,False
676,1981-11-07,1030.5599999999938,False
677,1981-11-08,1030.5699999999938,False
678,1981-11-09,1030.679999999994,False
679,1981-11-10,1030.7899999999938,False
680,1981-11-11,1030.7999999999938,False
681,1981-11-12,1030.6099999999938,False
682,1981-11-13,1030.9199999999937,False
683,1981-11-14,1030.9299999999937,False
684,1981-11-15,1030.6399999999937,False
685,1981-11-16,1030.8499999999938,False
686,1981-11-17,1030.8599999999938,False
687,1981-11-18,1030.6699999999937,False
688,1981-11-19,1031.0799999999938,False
689,1981-11-20,1030.6899999999937,False
690,1981-11-21,1031.0999999999938,False
691,1981-11-22,1030.7099999999937,False
692,1981-11-23,1030.7199999999937,False
693,1981-11-24,1031.0299999999936,False
694,1981-11-25,1030.7399999999936,False
695,1981-11-26,1031.1499999999937,False
696,1981-11-27,1030.9599999999937,False
697,1981-11-28,1030.8699999999938,False
698,1981-11-29,1031.0799999999936,False
699,1981-11-30,1030.7899999999936,False
700,1981-12-01,1031.1999999999937,False
701,1981-12-02,1031.1099999999935,False
702,1981-12-03,1031.1199999999935,False
703,1981-12-04,1031.1299999999935,False
704,1981-12-05,1030.9399999999937,False
705,1981-12-06,1031.0499999999936,False
706,1981-12-07,1031.0599999999936,False
707,1981-12-08,1031.0699999999936,False
708,1981-12-09,1031.0799999999936,False
